Country,Region,Test,Round,Year,Subject,Mean,StDev,Per5,Per10,Per25,Per75,Per90,Per95,Mean-M,Mean-F,Con-Num,Con-Alg,Con-Meas,Con-Geom,Con-Data,Con-Num-F,Con-Num-M,Con-Alg-F,Con-Alg-M,Con-Meas-F,Con-Meas-M,Con-Geom-F,Con-Geom-M,Con-Data-F,Con-Data-M,Con-SS,Con-SS-M,Con-SS-F,Con-CR,Con-CR-M,Con-CR-F,Con-Quant,Con-Quant-M,Con-Quant-F,Con-Un,Con-Un-M,Con-Un-F
Croatia,Eastern,PISA,3,2012,Math,471,88,334,360,408,531,589,623,477,465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,460,468,452,468,470,465,480,488,472,468,473,463
Cyprus,Western,PISA,3,2012,Math,440,93,287,320,376,503,561,595,440,440,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,436,439,433,440,439,441,439,439,438,442,440,444
Hong Kong SAR,Eastern,PISA,3,2012,Math,561,96,391,430,499,629,679,709,568,553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,567,576,555,564,572,556,566,570,561,553,559,547
Indonesia,Eastern,PISA,3,2012,Math,375,71,266,288,327,418,469,501,377,373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,383,393,371,364,364,365,362,364,361,384,383,385
Jordan,Western,PISA,3,2012,Math,386,78,263,290,335,435,485,514,375,396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,385,377,393,387,373,402,367,362,372,394,378,409
Kazakhstan,Eastern,PISA,3,2012,Math,432,71,319,343,383,478,527,554,432,432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,450,454,446,433,429,437,428,429,427,414,413,414
Latvia,Eastern,PISA,3,2012,Math,491,82,360,387,434,546,597,626,489,493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,497,496,497,496,492,501,487,487,487,478,477,480
Liechtenstein,Western,PISA,3,2012,Math,535,95,370,403,470,606,656,680,546,523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,539,550,527,542,552,531,538,548,527,526,536,514
Lithuania,Eastern,PISA,3,2012,Math,479,89,334,364,418,540,596,627,479,479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,472,471,473,479,480,479,483,484,482,474,472,475
Macao-China,Eastern,PISA,3,2012,Math,538,94,379,415,476,605,657,685,540,537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,558,561,554,542,542,543,531,533,528,525,526,524
Malaysia,Eastern,PISA,3,2012,Math,421,81,294,319,363,474,530,562,416,424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,434,435,433,401,394,408,409,405,413,422,414,429
Montenegro,Western,PISA,3,2012,Math,410,83,280,306,352,465,520,552,410,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,412,414,410,399,397,401,409,409,409,415,414,416
Peru,Western,PISA,3,2012,Math,368,84,237,264,311,421,478,517,378,359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,370,385,356,349,357,342,365,377,355,373,379,368
Qatar,Western,PISA,3,2012,Math,376,100,230,257,306,440,514,560,369,385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,380,373,388,363,354,372,371,362,381,382,375,389
Romania,Eastern,PISA,3,2012,Math,445,81,322,344,386,497,553,588,447,443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,447,452,443,446,446,445,443,444,442,437,437,436
Russian Federation,Eastern,PISA,3,2012,Math,482,86,341,371,423,540,595,626,481,483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,496,498,494,491,489,493,478,478,478,463,461,465
Serbia,Eastern,PISA,3,2012,Math,449,91,306,335,386,508,567,603,453,444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,446,452,441,442,445,439,456,460,452,448,454,443
Shanghai-China,Eastern,PISA,3,2012,Math,613,101,435,475,546,685,737,765,616,610,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,649,649,649,624,629,619,591,596,586,592,594,590
Singapore,Eastern,PISA,3,2012,Math,573,105,393,432,501,650,707,737,572,575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,580,577,582,580,581,580,569,566,572,559,558,561
Chinese Taipei,Eastern,PISA,3,2012,Math,560,116,363,402,478,645,703,738,563,557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,592,596,589,561,563,559,543,548,540,549,550,547
Thailand,Western,PISA,3,2012,Math,427,82,302,328,372,476,535,575,419,433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,432,431,433,414,403,422,419,409,426,433,424,440
Tunisia,Western,PISA,3,2012,Math,388,78,267,292,334,437,488,523,396,381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,382,397,370,379,389,371,378,386,371,399,402,397
United Arab Emirates,Western,PISA,3,2012,Math,434,90,297,323,370,494,555,591,432,436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,425,424,425,442,440,445,431,428,434,432,428,435
Uruguay,Western,PISA,3,2012,Math,409,89,267,297,347,470,526,558,415,404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,413,421,405,401,407,397,411,416,407,407,412,402
Viet Nam,Eastern,PISA,3,2012,Math,511,86,371,401,454,568,623,654,517,507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,507,519,496,509,514,506,509,512,506,519,520,519
Australia,Western,PISA,3,2012,Science,521,100,353,391,453,592,650,682,524,519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Austria,Western,PISA,3,2012,Science,506,92,350,383,442,571,623,650,510,501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Belgium,Western,PISA,3,2012,Science,505,101,326,368,439,577,629,657,507,503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Canada,Western,PISA,3,2012,Science,525,91,370,407,467,588,639,670,527,524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chile,Western,PISA,3,2012,Science,445,80,317,343,388,500,552,581,448,442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Czech Republic,Eastern,PISA,3,2012,Science,508,91,356,392,449,572,622,650,509,508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Denmark,Western,PISA,3,2012,Science,498,93,338,378,438,563,615,644,504,493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Estonia,Eastern,PISA,3,2012,Science,541,80,409,439,487,597,645,672,540,543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Finland,Western,PISA,3,2012,Science,545,93,386,424,486,609,662,692,537,554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
France,Western,PISA,3,2012,Science,499,100,323,366,433,570,622,651,498,500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Germany,Western,PISA,3,2012,Science,524,95,361,397,461,592,642,671,524,524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Greece,Western,PISA,3,2012,Science,467,88,317,352,408,528,578,608,460,473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hungary,Western,PISA,3,2012,Science,494,90,345,376,432,558,610,639,496,493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Iceland,Western,PISA,3,2012,Science,478,99,310,348,413,548,603,635,477,480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ireland,Western,PISA,3,2012,Science,522,91,366,404,462,586,637,666,524,520,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Israel,Western,PISA,3,2012,Science,470,108,286,328,396,548,608,640,470,470,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Italy,Western,PISA,3,2012,Science,494,93,336,371,431,559,611,641,495,492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Japan,Eastern,PISA,3,2012,Science,547,96,379,421,485,614,664,693,552,541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Korea,Eastern,PISA,3,2012,Science,538,82,396,431,485,595,639,664,539,536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luxembourg,Western,PISA,3,2012,Science,491,103,318,355,419,566,624,655,499,483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mexico,Western,PISA,3,2012,Science,415,71,300,325,368,462,505,532,418,412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Netherlands,Western,PISA,3,2012,Science,522,95,357,393,458,591,641,667,524,520,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New Zealand,Western,PISA,3,2012,Science,516,105,339,377,444,591,649,682,518,513,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Norway,Western,PISA,3,2012,Science,495,100,325,365,429,564,620,651,493,496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poland,Western,PISA,3,2012,Science,526,86,382,415,467,584,637,668,524,527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Portugal,Western,PISA,3,2012,Science,489,89,337,372,430,551,602,630,488,490,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Slovak Republic,Eastern,PISA,3,2012,Science,471,101,300,339,403,542,599,632,475,467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Slovenia,Eastern,PISA,3,2012,Science,514,91,364,397,451,578,631,661,510,519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spain,Western,PISA,3,2012,Science,496,86,349,384,440,557,605,632,500,493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sweden,Western,PISA,3,2012,Science,485,100,314,354,419,554,611,643,481,489,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Switzerland,Western,PISA,3,2012,Science,515,91,358,394,455,579,630,658,518,512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Turkey,Western,PISA,3,2012,Science,463,80,339,363,407,518,573,602,458,469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
United Kingdom,Western,PISA,3,2012,Science,514,100,344,384,448,584,639,672,521,508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
United States,Western,PISA,3,2012,Science,497,94,344,377,431,563,619,652,497,498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Albania,Eastern,PISA,3,2012,Science,397,99,221,271,340,464,517,549,394,401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Argentina,Western,PISA,3,2012,Science,406,86,262,297,350,464,513,543,402,409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brazil,Western,PISA,3,2012,Science,405,79,280,306,351,456,507,538,406,404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bulgaria,Eastern,PISA,3,2012,Science,446,102,280,315,374,519,580,612,437,457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Colombia,Western,PISA,3,2012,Science,399,76,273,302,347,449,497,525,408,390,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Costa Rica,Western,PISA,3,2012,Science,429,71,315,341,382,476,520,546,436,424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Croatia,Eastern,PISA,3,2012,Science,491,85,350,380,433,551,602,630,490,493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cyprus,Western,PISA,3,2012,Science,438,97,274,313,373,503,561,594,431,444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hong Kong SAR,Eastern,PISA,3,2012,Science,555,83,403,446,505,613,655,679,558,551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Indonesia,Eastern,PISA,3,2012,Science,382,68,271,297,336,427,471,497,380,383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jordan,Western,PISA,3,2012,Science,409,83,271,303,355,466,514,542,388,430,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kazakhstan,Eastern,PISA,3,2012,Science,425,74,303,330,375,475,521,547,420,429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Latvia,Eastern,PISA,3,2012,Science,502,79,370,400,449,557,603,628,495,510,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Liechtenstein,Western,PISA,3,2012,Science,525,86,383,408,464,588,635,656,533,516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lithuania,Eastern,PISA,3,2012,Science,496,86,352,383,438,555,605,634,488,503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Macao-China,Eastern,PISA,3,2012,Science,521,79,383,416,469,575,619,643,520,521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malaysia,Eastern,PISA,3,2012,Science,420,79,293,319,365,473,521,550,414,425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Montenegro,Western,PISA,3,2012,Science,410,84,274,302,352,468,522,552,402,419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Peru,Western,PISA,3,2012,Science,373,78,248,275,321,425,475,504,376,370,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Qatar,Western,PISA,3,2012,Science,384,106,222,254,309,453,530,573,367,402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Romania,Eastern,PISA,3,2012,Science,439,79,316,340,383,492,543,573,436,441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Russian Federation,Eastern,PISA,3,2012,Science,486,85,347,377,428,544,596,627,484,489,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Serbia,Eastern,PISA,3,2012,Science,445,87,303,333,385,504,558,590,443,447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Shanghai-China,Eastern,PISA,3,2012,Science,580,82,435,472,527,639,681,704,583,578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Singapore,Eastern,PISA,3,2012,Science,551,104,374,412,480,627,681,714,551,552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chinese Taipei,Eastern,PISA,3,2012,Science,523,83,379,411,469,582,626,652,524,523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Thailand,Western,PISA,3,2012,Science,444,76,323,349,392,494,544,575,433,452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tunisia,Western,PISA,3,2012,Science,398,79,267,296,345,452,497,527,399,398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
United Arab Emirates,Western,PISA,3,2012,Science,448,94,299,328,382,512,572,605,434,462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Uruguay,Western,PISA,3,2012,Science,416,95,256,293,352,480,538,572,415,416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Viet Nam,Eastern,PISA,3,2012,Science,528,77,398,428,478,580,625,652,529,528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Armenia,Eastern,TIMSS,1,2003,Math,478,84,330,NA,423,539,NA,605,473,483,473,489,488,481,419,478,468,496,482,489,488,485,476,425,412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Australia,Western,TIMSS,1,2003,Math,505,82,368,NA,450,56,NA,63,511,499,498,499,511,491,531,490,507,496,501,504,518,485,497,527,536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bahrain,Western,TIMSS,1,2003,Math,401,76,277,NA,347,455,NA,525,385,417,380,411,388,438,414,392,369,434,387,394,383,453,422,427,401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Belgium,Western,TIMSS,1,2003,Math,537,73,398,NA,495,588,NA,643,542,532,539,523,535,527,546,532,547,521,526,529,541,522,533,541,552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Botswana,Western,TIMSS,1,2003,Math,366,72,251,NA,316,415,NA,487,365,368,382,377,377,335,375,386,378,382,371,376,379,328,343,375,374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bulgaria,Eastern,TIMSS,1,2003,Math,476,84,333,NA,421,535,NA,611,477,476,477,481,473,484,458,477,476,485,477,471,474,483,486,454,462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chile,Western,TIMSS,1,2003,Math,387,83,258,NA,328,441,NA,531,394,379,390,384,404,378,412,381,398,380,389,393,414,369,386,405,419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chinese Taipei,Eastern,TIMSS,1,2003,Math,585,100,407,NA,518,657,NA,733,582,589,585,585,574,588,568,588,582,592,579,573,576,595,581,570,566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cyprus,Western,TIMSS,1,2003,Math,459,81,321,NA,405,518,NA,586,452,467,464,455,459,457,458,471,457,469,442,463,455,464,451,465,451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Egypt,Western,TIMSS,1,2003,Math,406,93,256,NA,341,471,NA,560,406,407,421,408,401,408,393,420,521,413,403,396,405,407,409,393,394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
England,Western,TIMSS,1,2003,Math,498,77,373,NA,445,552,NA,627,498,499,485,492,505,492,535,484,486,494,490,504,506,490,494,535,535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Estonia,Eastern,TIMSS,1,2003,Math,531,69,416,NA,484,577,NA,645,530,532,523,528,528,540,535,525,520,529,528,530,526,539,540,538,532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ghana,Western,TIMSS,1,2003,Math,276,91,130,NA,213,337,NA,430,283,266,289,288,262,278,293,282,295,281,293,256,267,259,293,286,299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hong Kong SAR,Eastern,TIMSS,1,2003,Math,586,72,455,NA,546,63,NA,69,585,587,586,580,584,588,566,587,585,582,578,583,585,587,589,568,564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hungary,Western,TIMSS,1,2003,Math,529,80,398,NA,476,584,NA,656,533,526,529,534,525,515,526,524,533,535,532,517,532,510,521,523,528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Indonesia,Eastern,TIMSS,1,2003,Math,411,89,266,NA,350,47,NA,55,410,411,421,418,394,413,418,424,418,422,414,394,394,408,419,417,420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Iran, Islamic Rep. of",Western,TIMSS,1,2003,Math,411,74,294,NA,360,461,NA,537,408,417,416,412,399,437,404,420,414,429,400,393,402,446,432,407,403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Israel,Western,TIMSS,1,2003,Math,496,85,353,NA,438,555,NA,630,500,492,504,498,480,488,492,498,509,499,496,473,488,487,488,486,497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Italy,Western,TIMSS,1,2003,Math,484,77,355,NA,432,537,NA,606,486,481,480,477,500,469,490,477,483,478,475,494,506,466,472,484,496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Japan,Eastern,TIMSS,1,2003,Math,570,80,433,NA,519,623,NA,697,571,569,557,568,559,587,573,554,560,570,566,559,559,588,585,570,575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jordan,Western,TIMSS,1,2003,Math,424,89,279,NA,362,488,NA,567,411,438,413,434,418,446,430,426,401,452,417,426,410,455,438,441,420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Korea,Eastern,TIMSS,1,2003,Math,589,84,439,NA,537,647,NA,715,592,586,586,597,577,598,569,582,589,596,598,575,579,593,601,564,574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Latvia,Eastern,TIMSS,1,2003,Math,508,73,386,NA,458,559,NA,625,506,511,507,508,500,515,506,508,506,515,501,497,504,518,512,513,500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lebanon,Western,TIMSS,1,2003,Math,433,67,324,NA,387,479,NA,545,439,429,430,448,430,459,394,427,434,448,447,420,442,453,467,391,398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lithuania,Eastern,TIMSS,1,2003,Math,502,78,370,NA,448,557,NA,628,499,503,500,501,492,506,502,500,497,508,494,490,493,508,505,501,503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Macedonia, Rep. of",Eastern,TIMSS,1,2003,Math,435,88,283,NA,376,497,NA,574,431,439,438,442,434,442,419,441,434,452,432,433,435,445,438,421,416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
